sequence_number,path,file_type,size_bytes,line_count,purpose,runtime_surface,static_callers,dynamic_usage_checked,route_or_entrypoint,CI/deployment_usage,migration/data_dependency,security_review,performance_review,disposition,evidence,tests_required,review_status,changing_commit_sha
313,docs/PHASE2_TESTFLIGHT_GATE.md,docs,3166,92,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
314,docs/PHASE2_TIKTOK_SNAP_CAPABILITY_AUDIT.md,docs,1506,43,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
315,docs/PHASE2_WAVE0_STATUS.md,docs,2393,45,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
316,docs/PHASE2_WEB_STORE_LINKS.md,docs,888,16,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
317,docs/PREDEPLOY_ENV_CHECKLIST.md,docs,2068,48,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
318,docs/PRODUCTION_AUTH_CHECKLIST.md,docs,2590,94,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
319,docs/VERIFICATION_SMART_MESSAGING.md,docs,5141,77,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
320,docs/bot-chat.md,docs,24589,815,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
321,docs/cm_phase_evidence/PHASE0.md,docs,434,17,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
322,docs/cm_phase_evidence/PHASE1.md,docs,473,16,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
323,docs/cm_phase_evidence/PHASE2.md,docs,435,16,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
324,docs/cm_phase_evidence/PHASE3.md,docs,1547,32,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
325,docs/cm_phase_evidence/PHASE4.md,docs,1917,37,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
326,docs/cm_phase_evidence/PHASE5.md,docs,2282,41,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
327,docs/cm_phase_evidence/PHASE6.md,docs,3956,62,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
328,docs/cm_phase_evidence/PHASE7.md,docs,3039,54,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
329,docs/cm_phase_evidence/PHASE8.md,docs,2900,49,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
330,docs/cm_phase_evidence/phase0_fixture_inventory.json,json,959,32,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
331,docs/cm_phase_evidence/phase4_migration_conflict_report.json,migration,2333,57,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
332,docs/design/LINAS_AI_SCREEN_BY_SCREEN_MOBILE_DESIGN_HANDOFF.pdf,binary,1376741,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
333,docs/design/MAHMOUD_MOBILE_PROMPT.md,docs,20204,701,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
334,docs/design/landing/INVENTORY.md,docs,1597,48,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
335,docs/design/landing/LINAS_AI_LANDING_PAGE_DESIGN_IMAGES.zip,binary,2494344,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
336,docs/design/landing/LINAS_AI_LANDING_PAGE_DESIGN_OVERVIEW.jpg,binary,367181,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
337,docs/design/landing/README_AR.md,docs,1637,28,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
338,docs/design/landing/implemented-screenshots/01-hero.png,binary,242812,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
339,docs/design/landing/implemented-screenshots/design-01-hero.jpg,binary,112479,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
340,docs/design/landing/implemented-screenshots/design-02-features.jpg,binary,93529,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
341,docs/design/landing/implemented-screenshots/design-03-how-it-works.jpg,binary,87916,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
342,docs/design/landing/implemented-screenshots/full-page.png,binary,729580,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
343,docs/design/landing/implemented-screenshots/slice-bottom.png,binary,127461,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
344,docs/design/landing/implemented-screenshots/slice-lower.png,binary,125943,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
345,docs/design/landing/implemented-screenshots/slice-mid.png,binary,163988,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
346,docs/design/landing/implemented-screenshots/slice-top.png,binary,246050,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
347,docs/design/landing/linas-ai-landing-page-full-design.jpg,binary,738930,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
348,docs/design/pdf_pages/page-1.png,binary,360814,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
349,docs/design/pdf_pages/page-2.png,binary,310734,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
350,docs/design/pdf_pages/page-3.png,binary,299829,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
351,docs/design/pdf_pages/page-4.png,binary,349788,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
352,docs/design/pdf_pages/page-5.png,binary,360769,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
353,docs/design/pdf_pages/page-6.png,binary,373407,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
354,docs/design/pdf_pages/page-7.png,binary,353888,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
355,docs/design/pdf_pages/page-8.png,binary,318368,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
356,docs/design/pdf_pages/page-9.png,binary,311088,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
357,docs/design/pdf_text/handoff.txt,docs,49364,497,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
358,docs/evidence/customer_reply_ai_v2/01_baseline_audit.md,docs,1583,35,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
359,docs/evidence/customer_reply_ai_v2/02_dod_evidence_report.md,docs,4880,102,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
360,docs/evidence/customer_reply_ai_v2/03_production_cutover.md,docs,1823,49,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
361,docs/evidence/mobile_design_handoff/02_dod_evidence_report.md,docs,3860,84,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
362,docs/evidence/mobile_design_handoff/screenshots/dark_archived.png,binary,8516,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
363,docs/evidence/mobile_design_handoff/screenshots/dark_cm_overview.png,binary,10678,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
364,docs/evidence/mobile_design_handoff/screenshots/dark_drawer.png,binary,13799,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
365,docs/evidence/mobile_design_handoff/screenshots/dark_guest_chat.png,binary,11258,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
366,docs/evidence/mobile_design_handoff/screenshots/dark_guest_gate.png,binary,11119,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
367,docs/evidence/mobile_design_handoff/screenshots/dark_live_chat.png,binary,9747,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
368,docs/evidence/mobile_design_handoff/screenshots/dark_owner_empty.png,binary,10049,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
369,docs/evidence/mobile_design_handoff/screenshots/dark_proposal.png,binary,11172,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
370,docs/evidence/mobile_design_handoff/screenshots/dark_rtl_mixed.png,binary,7927,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
371,docs/evidence/mobile_design_handoff/screenshots/dark_settings.png,binary,9669,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
372,docs/evidence/mobile_design_handoff/screenshots/light_archived.png,binary,8597,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
373,docs/evidence/mobile_design_handoff/screenshots/light_cm_overview.png,binary,10802,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
374,docs/evidence/mobile_design_handoff/screenshots/light_drawer.png,binary,13943,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
375,docs/evidence/mobile_design_handoff/screenshots/light_guest_chat.png,binary,11366,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
376,docs/evidence/mobile_design_handoff/screenshots/light_guest_gate.png,binary,11172,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
377,docs/evidence/mobile_design_handoff/screenshots/light_live_chat.png,binary,9811,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
378,docs/evidence/mobile_design_handoff/screenshots/light_owner_empty.png,binary,10203,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
379,docs/evidence/mobile_design_handoff/screenshots/light_proposal.png,binary,11328,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
380,docs/evidence/mobile_design_handoff/screenshots/light_rtl_mixed.png,binary,8047,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
381,docs/evidence/mobile_design_handoff/screenshots/light_settings.png,binary,9791,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
382,docs/evidence/phase2_load_simulation.json,json,1086,29,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
383,docs/evidence/plan_economics_wave0.json,json,8227,268,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
384,docs/evidence/public-landing/landing-desktop.png,binary,1200544,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
385,docs/evidence/public-landing/landing-mobile.png,binary,913454,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
386,docs/evidence/system_copilot_diagnosis_faq.json,json,3057,77,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
387,docs/evidence/system_copilot_v2/01_baseline_audit.md,docs,4639,106,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
388,docs/evidence/system_copilot_v2/02_dod_evidence_report.md,docs,3766,72,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
389,docs/evidence/system_copilot_v2/capability_manifest.json,json,2679,91,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
390,docs/meta-two-app-strategy.md,docs,5401,88,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
391,docs/notes.md,docs,57,3,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
392,docs/pricing_discount_sync_checklist.md,docs,1506,22,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
393,docs/whatsapp_cloud/WHATSAPP_CLOUD_COEXISTENCE.md,docs,8076,134,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
394,firestore.indexes.json,json,868,30,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
395,handlers/VERSION.py,python,1680,61,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
396,handlers/__init__.py,python,104,2,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
397,handlers/photo_handlers.py,python,8728,203,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
398,handlers/text_handlers.py,python,933,30,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
399,handlers/text_handlers_delayed.py,python,12338,243,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
400,handlers/text_handlers_firestore.py,python,2700,80,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
401,handlers/text_handlers_message.py,python,35700,722,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
402,handlers/text_handlers_respond.py,python,161106,3757,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
403,handlers/text_handlers_start.py,python,3388,78,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
404,handlers/training_handlers.py,python,17698,295,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
405,handlers/voice_handlers.py,python,14954,331,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
406,language_resolver.py,python,20099,545,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
407,live_chat_archive/backfill_live_chat_index.py,python,3136,79,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
408,live_chat_archive/live_chat_api.py,python,16356,422,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
409,live_chat_archive/live_chat_contracts.py,python,8650,233,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
410,live_chat_archive/live_chat_routes.py,python,11151,335,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
411,live_chat_archive/live_chat_service.py,python,105741,2342,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
412,live_chat_archive/live_chat_service_old.py,python,125878,2836,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
413,live_chat_archive/live_chat_sse_broadcaster.py,python,4263,125,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
414,logs/content_violations.jsonl,json,361,2,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
415,logs/local-backend.out,other,10215,134,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
416,logs/local-dashboard.out,other,103,5,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
417,main.py,python,6438,156,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
418,mobile/linas-ai/.gitignore,other,498,46,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
419,mobile/linas-ai/.npmrc,other,22,1,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
420,mobile/linas-ai/AGENTS.md,docs,118,3,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
421,mobile/linas-ai/App.tsx,javascript,407,16,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
422,mobile/linas-ai/CLAUDE.md,docs,11,1,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
423,mobile/linas-ai/LICENSE,other,1106,21,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
424,mobile/linas-ai/README.md,docs,2488,71,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
425,mobile/linas-ai/TEST_LOGIN.md,docs,1180,26,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
426,mobile/linas-ai/app.json,json,2253,78,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
427,mobile/linas-ai/assets/android-icon-background.png,binary,100080,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
428,mobile/linas-ai/assets/android-icon-foreground.png,binary,8948,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
429,mobile/linas-ai/assets/android-icon-monochrome.png,binary,8636,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
430,mobile/linas-ai/assets/favicon.png,binary,2154,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
431,mobile/linas-ai/assets/icon.png,binary,109083,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
432,mobile/linas-ai/assets/linas-app-icon.svg,web_asset,1068,19,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
433,mobile/linas-ai/assets/splash-icon.png,binary,109083,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
434,mobile/linas-ai/assets/splash-native.png,binary,4556,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
435,mobile/linas-ai/assets/splash.png,binary,75985,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
436,mobile/linas-ai/docs/mockups/linas-dashboard-active-populated-approx.png,binary,1258093,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
437,mobile/linas-ai/docs/mockups/linas-dashboard-arabic-rtl-approx.png,binary,1337211,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
438,mobile/linas-ai/docs/mockups/linas-dashboard-dms-ok-comments-blocked-approx.png,binary,1319481,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
439,mobile/linas-ai/docs/mockups/linas-dashboard-empty-usage-approx.png,binary,1208301,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
440,mobile/linas-ai/docs/mockups/linas-dashboard-offline-error-approx.png,binary,1184442,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
441,mobile/linas-ai/docs/subscription-mockups/README.md,docs,115,3,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
442,mobile/linas-ai/docs/subscription-mockups/sub-mock-arabic-rtl.png,binary,1200957,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
443,mobile/linas-ai/docs/subscription-mockups/sub-mock-current-growth.png,binary,1462091,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
444,mobile/linas-ai/docs/subscription-mockups/sub-mock-current-lite.png,binary,1165534,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
445,mobile/linas-ai/docs/subscription-mockups/sub-mock-current-max.png,binary,1638542,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
446,mobile/linas-ai/docs/subscription-mockups/sub-mock-no-subscription.png,binary,1365845,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
447,mobile/linas-ai/docs/subscription-mockups/sub-mock-store-unavailable.png,binary,1218504,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
448,mobile/linas-ai/eas.json,json,1627,75,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
449,mobile/linas-ai/index.ts,javascript,548,14,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
450,mobile/linas-ai/package-lock.json,json,238491,6317,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
451,mobile/linas-ai/package.json,json,1342,42,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
452,mobile/linas-ai/src/api/accessToken.ts,javascript,2462,82,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
453,mobile/linas-ai/src/api/client.ts,javascript,3272,109,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
454,mobile/linas-ai/src/api/formDataFile.ts,javascript,857,26,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
455,mobile/linas-ai/src/api/guestClient.ts,javascript,3364,107,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
456,mobile/linas-ai/src/api/networkError.ts,javascript,757,23,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
